Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL3741858,,None,324.36,0,3.69,33,CCNc1cc(COc2cccc(F)c2)nc(-c2ccccn2)n1,IC50,'=',630.96,nM,6.2,,,UO_0000065,,,,,0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1,Scientific Literature,Medchemcomm,2015,None,
CHEMBL3741735,,None,421.35,0,3.65,46,Fc1ccc(OCc2cc(OCC3(F)COC3)nc(-c3ccccn3)n2)c(F)c1F,IC50,'=',63.1,nM,7.2,,,UO_0000065,,,,,0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1,Scientific Literature,Medchemcomm,2015,None,
CHEMBL3740598,,None,417.39,0,3.95,43,CC1(COc2cc(COc3ccc(F)c(F)c3F)nc(-c3ccccn3)n2)COC1,IC50,'=',79.43,nM,7.1,,,UO_0000065,,,,,0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1,Scientific Literature,Medchemcomm,2015,None,
CHEMBL1777878,,None,455.33,0,4.84,25,CC#C[C@@H](c1ccc(Oc2ccc(C(F)(F)F)cc2OC(F)F)cc1)[C@H]1OC(=O)NC1=O,IC50,'=',151,nM,6.82,,,UO_0000065,14.98,0.29,1.98,9.24,0,CHEMBL1780444,Inhibition of human GPR40 expressed in CHO cells by SPA based binding assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1777807,1,Scientific Literature,Bioorg Med Chem Lett,2011,CHEMBL3308072,
CHEMBL485131,,None,408.52,1,5.1,15h,CCC(CC)CN1C(=O)c2ccccc2[C@@H](C(=O)O)[C@@H]1c1nc2ccccc2s1,IC50,'=',10,nM,8,,,UO_0000065,,,,,0,CHEMBL994680,Antagonist activity at human GPR40 expressed HEK293 cells assessed as effect on intracellular calcium concentration by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1138453,1,Scientific Literature,Bioorg Med Chem Lett,2009,CHEMBL3307715,
CHEMBL3951664,,None,380.4,0,4.2,29,N#Cc1ccccc1Oc1cc(F)cc(N2Cc3ccccc3S2(=O)=O)c1,IC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL3860590,Antagonist activity against human FFA1 expressed in human Flp-In T-REx293 cells assessed as as reduction in TUG424-induced response by Fura2-AM dye based calcium mobilization assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Flp-In T-REx293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3860043,1,Scientific Literature,J Med Chem,2016,None,
CHEMBL3741582,,None,433.39,0,3.33,44,COC1(COc2cc(COc3ccc(F)c(F)c3F)nc(-c3ccccn3)n2)COC1,IC50,'=',501.19,nM,6.3,,,UO_0000065,,,,,0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1,Scientific Literature,Medchemcomm,2015,None,
CHEMBL3741353,,None,478.5,0,3.41,38,CC1(CS(C)(=O)=O)CN(c2cc(COc3ccc(F)c(F)c3F)nc(-c3ccccn3)n2)C1,IC50,'=',6309.57,nM,5.2,,,UO_0000065,,,,,0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1,Scientific Literature,Medchemcomm,2015,None,
CHEMBL3741420,,None,355.42,0,2.83,16,Cc1cc(COc2cccc(S(C)(=O)=O)c2)nc(-c2ccccn2)n1,IC50,'>',39810.72,nM,,,,UO_0000065,,,,,0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1,Scientific Literature,Medchemcomm,2015,None,
CHEMBL1777875,,None,394.78,1,5.52,21,CC#C[C@]1(c2ccc(Oc3ccc(C(F)(F)F)cc3Cl)cc2)C[C@H]1C(=O)O,IC50,'=',10000,nM,5,,,UO_0000065,12.67,0.25,-0.52,10.75,0,CHEMBL1780444,Inhibition of human GPR40 expressed in CHO cells by SPA based binding assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1777807,1,Scientific Literature,Bioorg Med Chem Lett,2011,CHEMBL3308072,
CHEMBL3945213,,None,355.39,0,4.33,8,O=S1(=O)c2ccccc2CN1c1cc(F)cc(Oc2ccccc2)c1,IC50,'=',3890.45,nM,5.41,,,UO_0000065,,,,,0,CHEMBL3860590,Antagonist activity against human FFA1 expressed in human Flp-In T-REx293 cells assessed as as reduction in TUG424-induced response by Fura2-AM dye based calcium mobilization assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Flp-In T-REx293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3860043,1,Scientific Literature,J Med Chem,2016,None,
CHEMBL3899190,,None,338.39,0,3.58,36,O=S1(=O)c2ccccc2CN1c1cccc(Oc2ccccn2)c1,IC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL3860590,Antagonist activity against human FFA1 expressed in human Flp-In T-REx293 cells assessed as as reduction in TUG424-induced response by Fura2-AM dye based calcium mobilization assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Flp-In T-REx293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3860043,1,Scientific Literature,J Med Chem,2016,None,
CHEMBL3740222,,None,302.34,0,3.3,9,Cc1cc(COc2ccccc2C#N)nc(-c2ccccn2)n1,IC50,'=',10000,nM,5,,,UO_0000065,,,,,0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1,Scientific Literature,Medchemcomm,2015,None,
CHEMBL3740984,,None,302.34,0,3.3,10,Cc1cc(COc2cccc(C#N)c2)nc(-c2ccccn2)n1,IC50,'=',2511.89,nM,5.6,,,UO_0000065,,,,,0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1,Scientific Literature,Medchemcomm,2015,None,
CHEMBL3740758,,None,307.35,0,3.43,6,COc1ccccc1OCc1cc(C)nc(-c2ccccn2)n1,IC50,'=',1995.26,nM,5.7,,,UO_0000065,,,,,0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1,Scientific Literature,Medchemcomm,2015,None,
CHEMBL3740555,,None,277.33,0,3.43,2,Cc1cc(COc2ccccc2)nc(-c2ccccn2)n1,IC50,'=',794.33,nM,6.1,,,UO_0000065,,,,,0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1,Scientific Literature,Medchemcomm,2015,None,
CHEMBL3739652,,None,288.35,0,3.9,ANT-203,Cc1cc(N/N=C/c2ccccc2)nc(-c2ccccc2)n1,IC50,'=',251.19,nM,6.6,,,UO_0000065,,,,,0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1,Scientific Literature,Medchemcomm,2015,None,
CHEMBL3741919,,None,331.3,0,3.84,25,Cc1cc(COc2cc(F)cc(F)c2F)nc(-c2ccccn2)n1,IC50,'=',501.19,nM,6.3,,,UO_0000065,,,,,0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1,Scientific Literature,Medchemcomm,2015,None,
CHEMBL3740291,,None,411.39,0,3.88,39,CC1(C#N)CN(c2cc(COc3ccc(F)c(F)c3F)nc(-c3ccccn3)n2)C1,IC50,'=',158.49,nM,6.8,,,UO_0000065,,,,,0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1,Scientific Literature,Medchemcomm,2015,None,
CHEMBL3923955,,None,380.4,0,4.2,30,N#Cc1cccc(Oc2cc(F)cc(N3Cc4ccccc4S3(=O)=O)c2)c1,IC50,'=',3388.44,nM,5.47,,,UO_0000065,,,,,0,CHEMBL3860590,Antagonist activity against human FFA1 expressed in human Flp-In T-REx293 cells assessed as as reduction in TUG424-induced response by Fura2-AM dye based calcium mobilization assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Flp-In T-REx293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3860043,1,Scientific Literature,J Med Chem,2016,None,
CHEMBL3931570,,None,307.39,0,3.97,15,CCCCc1ccc(NS(=O)(=O)c2ccc(F)cc2)cc1,IC50,'=',8128.31,nM,5.09,,,UO_0000065,,,,,0,CHEMBL3860590,Antagonist activity against human FFA1 expressed in human Flp-In T-REx293 cells assessed as as reduction in TUG424-induced response by Fura2-AM dye based calcium mobilization assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Flp-In T-REx293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3860043,1,Scientific Literature,J Med Chem,2016,None,
CHEMBL3960369,,None,369.42,0,4.64,27,Cc1cccc(Oc2cc(F)cc(N3Cc4ccccc4S3(=O)=O)c2)c1,IC50,'=',25118.86,nM,4.6,,,UO_0000065,,,,,0,CHEMBL3860590,Antagonist activity against human FFA1 expressed in human Flp-In T-REx293 cells assessed as as reduction in TUG424-induced response by Fura2-AM dye based calcium mobilization assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Flp-In T-REx293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3860043,1,Scientific Literature,J Med Chem,2016,None,
CHEMBL438164,,None,334.33,0,4.64,20,O=C(Nc1ccccc1)c1cccc(Oc2ccc([N+](=O)[O-])cc2)c1,IC50,'=',5300,nM,5.28,,,UO_0000065,,,,,0,CHEMBL943952,Antagonist activity at FFAR1 expressed in HEK-EM293 cells assessed as inhibition calcium influx by FLIPR assay,F,BAO_0000219,cell-based format,None,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1140737,1,Scientific Literature,J Med Chem,2008,CHEMBL3307715,
CHEMBL485007,,None,429.52,1,5.87,9b,CCCN1C(=O)c2ccccc2[C@@H](C(=O)O)[C@@H]1c1ccc(Oc2ccc(C)c(C)c2)cc1,IC50,'=',3,nM,8.52,,,UO_0000065,,,,,0,CHEMBL994680,Antagonist activity at human GPR40 expressed HEK293 cells assessed as effect on intracellular calcium concentration by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1138453,1,Scientific Literature,Bioorg Med Chem Lett,2009,CHEMBL3307715,
CHEMBL519525,,None,413.47,1,5.25,15b,O=C(O)[C@@H]1c2ccccc2C(=O)N(CC2CC2)[C@H]1c1ccc(Oc2ccccc2)cc1,IC50,'=',4,nM,8.4,,,UO_0000065,,,,,0,CHEMBL994680,Antagonist activity at human GPR40 expressed HEK293 cells assessed as effect on intracellular calcium concentration by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1138453,1,Scientific Literature,Bioorg Med Chem Lett,2009,CHEMBL3307715,
CHEMBL3739715,,None,348.41,0,2.95,1,c1ccc(OCc2cc(N3CCOCC3)nc(-c3ccccn3)n2)cc1,IC50,'=',630.96,nM,6.2,,,UO_0000065,,,,,0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1,Scientific Literature,Medchemcomm,2015,None,
CHEMBL3741385,,None,403.36,0,3.56,42,Fc1ccc(OCc2cc(OCC3COC3)nc(-c3ccccn3)n2)c(F)c1F,IC50,'=',316.23,nM,6.5,,,UO_0000065,,,,,0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1,Scientific Literature,Medchemcomm,2015,None,
CHEMBL1777863,,None,384.23,0,4.69,9,CC#CC(CC(=O)O)c1ccc(Oc2ccc(C#N)cc2Br)cc1,IC50,'=',36,nM,7.44,,,UO_0000065,19.37,0.42,2.75,10.59,0,CHEMBL1780444,Inhibition of human GPR40 expressed in CHO cells by SPA based binding assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1777807,1,Scientific Literature,Bioorg Med Chem Lett,2011,CHEMBL3308072,
CHEMBL1777872,,None,431.56,1,6.16,"17, mixture of diastereomers",CC#CC(CC(=O)O)c1ccc(OC2CCCc3nc(-c4ccc(C)cc4)sc32)cc1,IC50,'=',23,nM,7.64,,,UO_0000065,17.7,0.34,1.48,12.85,0,CHEMBL1780444,Inhibition of human GPR40 expressed in CHO cells by SPA based binding assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1777807,1,Scientific Literature,Bioorg Med Chem Lett,2011,CHEMBL3308072,
CHEMBL3741297,,None,414.39,0,3.51,37,Fc1ccc(OCc2cc(N3CC4(CCO4)C3)nc(-c3ccccn3)n2)c(F)c1F,IC50,'=',501.19,nM,6.3,,,UO_0000065,,,,,0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1,Scientific Literature,Medchemcomm,2015,None,
CHEMBL3740882,,None,355.42,0,2.83,17,Cc1cc(COc2ccc(S(C)(=O)=O)cc2)nc(-c2ccccn2)n1,IC50,'>',39810.72,nM,,,,UO_0000065,,,,,0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1,Scientific Literature,Medchemcomm,2015,None,
CHEMBL1777873,,None,272.34,0,3.59,18,CC#CC(CC(=O)O)c1ccc(OC2CCCC2)cc1,IC50,'=',312,nM,6.51,,,UO_0000065,23.89,0.44,2.92,13.98,0,CHEMBL1780444,Inhibition of human GPR40 expressed in CHO cells by SPA based binding assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1777807,1,Scientific Literature,Bioorg Med Chem Lett,2011,CHEMBL3308072,
CHEMBL1777871,,None,335.36,0,3.01,"22, cis/trans mixture",CC#CC(c1ccc(OCc2ccccc2)cc1)C1OC(=O)NC1=O,IC50,'=',4399,nM,5.36,,,UO_0000065,15.97,0.29,2.35,8.29,0,CHEMBL1780444,Inhibition of human GPR40 expressed in CHO cells by SPA based binding assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1777807,1,Scientific Literature,Bioorg Med Chem Lett,2011,CHEMBL3308072,
CHEMBL3741899,,None,388.35,0,2.72,36,OC1CN(c2cc(COc3ccc(F)c(F)c3F)nc(-c3ccccn3)n2)C1,IC50,'=',3162.28,nM,5.5,,,UO_0000065,,,,,0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1,Scientific Literature,Medchemcomm,2015,None,
CHEMBL3739963,,None,331.3,0,3.84,28,Cc1cc(COc2c(F)cc(F)cc2F)nc(-c2ccccn2)n1,IC50,'=',1258.93,nM,5.9,,,UO_0000065,,,,,0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1,Scientific Literature,Medchemcomm,2015,None,
CHEMBL483342,,None,349.39,0,4.21,15e,CCCN1C(=O)c2ccccc2[C@@H](C(=O)O)[C@@H]1c1cc2ccccc2o1,IC50,'=',119,nM,6.92,,,UO_0000065,,,,,0,CHEMBL994680,Antagonist activity at human GPR40 expressed HEK293 cells assessed as effect on intracellular calcium concentration by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1138453,1,Scientific Literature,Bioorg Med Chem Lett,2009,CHEMBL3307715,
CHEMBL3311302,,None,351.43,0,4.17,39,Cc1ccc(S(=O)(=O)NC2c3ccccc3Oc3ccccc32)cc1,IC50,'>',25118.86,nM,,,,UO_0000065,,,,,0,CHEMBL3365233,Inhibition of human FFA1 receptor expressed in U2OS cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,U2OS,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3351646,1,Scientific Literature,Bioorg Med Chem Lett,2014,CHEMBL3307757,
CHEMBL485335,,None,415.49,1,5.04,8b,CCCN1C(=O)c2ccccc2[C@@H](C(=O)O)[C@@H]1c1ccc(OCc2ccccc2)cc1,IC50,'=',96,nM,7.02,,,UO_0000065,,,,,0,CHEMBL994680,Antagonist activity at human GPR40 expressed HEK293 cells assessed as effect on intracellular calcium concentration by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1138453,1,Scientific Literature,Bioorg Med Chem Lett,2009,CHEMBL3307715,
CHEMBL483546,,None,420.34,1,5.79,15g,CCC(CC)CN1C(=O)c2ccccc2[C@@H](C(=O)O)[C@@H]1c1ccc(Cl)c(Cl)c1,IC50,'=',10,nM,8,,,UO_0000065,,,,,0,CHEMBL994680,Antagonist activity at human GPR40 expressed HEK293 cells assessed as effect on intracellular calcium concentration by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1138453,1,Scientific Literature,Bioorg Med Chem Lett,2009,CHEMBL3307715,
CHEMBL3740771,,None,295.32,0,3.57,19,Cc1cc(COc2cccc(F)c2)nc(-c2ccccn2)n1,IC50,'=',794.33,nM,6.1,,,UO_0000065,,,,,0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1,Scientific Literature,Medchemcomm,2015,None,
CHEMBL1777861,,None,414.33,1,5.68,7,CC#CC(CC(=O)O)c1ccc(Oc2ccc(C(F)(F)F)cc2OC(F)F)cc1,IC50,'=',12,nM,7.92,,,UO_0000065,19.12,0.37,2.24,14.21,0,CHEMBL1780444,Inhibition of human GPR40 expressed in CHO cells by SPA based binding assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1777807,1,Scientific Literature,Bioorg Med Chem Lett,2011,CHEMBL3308072,
CHEMBL3741230,,None,313.31,0,3.7,21,Cc1cc(COc2cccc(F)c2F)nc(-c2ccccn2)n1,IC50,'=',398.11,nM,6.4,,,UO_0000065,,,,,0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1,Scientific Literature,Medchemcomm,2015,None,
CHEMBL3741570,,None,313.31,0,3.7,23,Cc1cc(COc2ccc(F)c(F)c2)nc(-c2ccccn2)n1,IC50,'=',501.19,nM,6.3,,,UO_0000065,,,,,0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1,Scientific Literature,Medchemcomm,2015,None,
CHEMBL1777865,,None,398.38,1,6.23,11,CC#CC(CC(=O)O)c1ccc(Oc2ccc(C(F)(F)F)c3ccccc23)cc1,IC50,'=',211,nM,6.68,,,UO_0000065,16.76,0.31,0.45,14.35,0,CHEMBL1780444,Inhibition of human GPR40 expressed in CHO cells by SPA based binding assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1777807,1,Scientific Literature,Bioorg Med Chem Lett,2011,CHEMBL3308072,
CHEMBL1777867,,None,361.19,0,3.61,13,CC#CC(CC(=O)O)c1ccc(Oc2ncc(Br)cn2)cc1,IC50,'=',433,nM,6.36,,,UO_0000065,17.62,0.4,2.75,8.8,0,CHEMBL1780444,Inhibition of human GPR40 expressed in CHO cells by SPA based binding assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1777807,1,Scientific Literature,Bioorg Med Chem Lett,2011,CHEMBL3308072,
CHEMBL3740515,,None,331.3,0,3.84,29,Cc1cc(COc2cc(F)c(F)c(F)c2)nc(-c2ccccn2)n1,IC50,'=',398.11,nM,6.4,,,UO_0000065,,,,,0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1,Scientific Literature,Medchemcomm,2015,None,
CHEMBL3740375,,None,334.38,0,3.38,13,CC(=O)Nc1cccc(OCc2cc(C)nc(-c3ccccn3)n2)c1,IC50,'>',39810.72,nM,,,,UO_0000065,,,,,0,CHEMBL3744105,Antagonist activity against human GPR40 expressed in HEK293s FLPIN cells assessed as elaidic acid stimulated IP1 release after 2 hrs by TR-FRET analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3739339,1,Scientific Literature,Medchemcomm,2015,None,
